"Id","Year","Fiscal Year","DEPARTMENT","DIVISION","SECTION","FUND TYPE","FUND GROUP","FUND NAME","EXP/REV","OJBECT CLASS","ACCOUNT CATEGORY","ACCOUNT NAME","BUDGET AMOUNT"
"163","2015","FY2014/15","Mayor/Council","City Council District 5","Council District 5","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","PERS Retirement","29696"
"164","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Office Supplies","40000"
"165","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Other Travel Expenses","6000"
"166","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Other Travel Expenses","6000"
"167","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Other Technical Services","18628"
"168","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Service & Supply Adjustments","Department Budget Reduction","5129"
"169","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Service & Supply Adjustments","Department Budget Reduction","436"
"170","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Service & Supply Adjustments","Department Budget Reduction","5129"
"171","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Service & Supply Adjustments","Citywide Budget Increase","24701"
"172","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Office Supplies","40000"
"173","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Community Support Programs","55000"
"174","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Community Support Programs","55000"
"175","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Annual Adjustments - Review","10900"
"176","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Annual Adjustments - Review","-9100"
"177","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Annual Adjustments - Review","10900"
"178","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","2126"
"179","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","State Unemployment Insurance","630"
"180","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","State Unemployment Insurance","630"
"181","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Medicare Insurance","2854"
"182","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Medicare Insurance","3083"
"183","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Service & Supply Adjustments","Citywide Budget Increase","-19614"
"184","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Service & Supply Adjustments","Base Budget Reduction","-59436"
"185","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Service & Supply Adjustments","Carryover","23186"
"186","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","FICA - OASDI","13184"
"187","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","7014"
"188","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","7305"
"189","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","PERS Retirement","30569"
"190","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Base Labor Reduction","-66667"
"191","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","1968"
"192","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","PERS Retirement","30661"
"193","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Insurance Contribution","20723"
"194","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Insurance Contribution","32955"
"195","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Salaries","Regular Hours","196826"
"196","2015","FY2014/15","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Salaries","Regular Hours","212641"
"197","2016","FY2015/16","Mayor/Council","City Council District 6","Council District 6","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","FICA - OASDI","11915"
"198","2015","FY2014/15","Mayor/Council","City Council District 7","Council District 7","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","7144"
"199","2016","FY2015/16","Mayor/Council","City Council District 7","Council District 7","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","7925"
"200","2016","FY2015/16","Mayor/Council","City Council District 7","Council District 7","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","2303"
"201","2015","FY2014/15","Mayor/Council","City Council District 7","Council District 7","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","PERS Retirement","21132"
